dsn,oem,identifier,index,lat,long
Company,Item,Calories,Trans Fat,Sodium,Sugars
McDonald’s,Hamburger,250,0.5,520,6
McDonald’s,Cheeseburger,300,0.5,750,6
McDonald’s,Double Cheeseburger,440,1.5,1150,7
McDonald’s,McDouble,390,1,920,7
McDonald’s, Quarter Pounder® with Cheese,510,1.5,1190,9
McDonald’s,Double Quarter Pounder® with Cheese,740,2.5,1380,9
McDonald’s,Big Mac®,540,1.5,1040,9
McDonald’s,Big N’ Tasty®,460,1.5,720,8
McDonald’s,Big N’ Tasty® with Cheese,510,1.5,960,8
McDonald’s,Angus Bacon & Cheese,790,2,2070,13
McDonald’s,Angus Deluxe,750,2,1700,10
McDonald’s,Angus Mushroom & Swiss,770,2,1170,8
McDonald’s,Filet-O-Fish®,380,0,640,5
McDonald’s,McChicken ®,360,0,830,5
McDonald’s,McRib ®,500,0,980,11
McDonald’s,Premium Grilled Chicken Classic Sandwich,360,0,820,8
McDonald’s,Premium Crispy Chicken Classic Sandwich,510,0,990,10
McDonald’s,Premium Grilled Chicken Club Sandwich,460,0,1040,9
McDonald’s,Premium Crispy Chicken Club Sandwich,620,0,1200,11
McDonald’s,Premium Grilled Chicken Ranch BLT Sandwich,380,0,1000,9
McDonald’s,Premium Crispy Chicken Ranch BLT Sandwich,540,0,1160,11
McDonald’s,Southern Style Crispy Chicken Sandwich,400,0,1030,6
McDonald’s,Ranch Snack Wrap® (Crispy),340,0,810,2
McDonald’s,Ranch Snack Wrap® (Grilled),270,0,830,2
McDonald’s,Honey Mustard Snack Wrap® (Crispy),330,0,780,4
McDonald’s,Honey Mustard Snack Wrap® (Grilled),260,0,800,4
McDonald’s,Chipotle BBQ Snack Wrap® (Crispy),330,0,810,4
McDonald’s,Chipotle BBQ Snack Wrap® (Grilled),260,0,830,5
McDonald’s,Angus Bacon & Cheese Snack Wrap,390,1,1080,4
McDonald’s,Angus Chipotle BBQ Bacon,800,2,2020,16
McDonald’s,Angus Chipotle BBQ Bacon Snack Wrap,400,1,1060,6
McDonald’s,Angus Deluxe Snack Wrap,410,1.5,990,3
McDonald’s,Angus Mushroom & Swiss Snack Wrap,430,1.5,730,2
McDonald’s,Mac Snack Wrap,330,1,690,3
McDonald’s,Small French Fries,230,0,160,0
McDonald’s,Medium French Fries,380,0,270,0
McDonald’s,Large French Fries,500,0,350,0
McDonald’s,Ketchup Packet,15,0,110,2
McDonald’s,Salt Packet,0,0,270,0
McDonald’s,Chicken McNuggets® (4 piece),190,0,360,0
McDonald’s,Chicken McNuggets® (6 piece),280,0,540,0
McDonald’s,Chicken McNuggets® (10 piece),470,0,900,0
McDonald’s,Barbeque Sauce,50,0,260,10
McDonald’s,Honey,50,0,0,11
McDonald’s,Hot Mustard Sauce,60,0,250,6
McDonald’s,Sweet ‘N Sour Sauce,50,0,150,10
McDonald’s,Chicken Selects® Premium Breast Strips (3 pc),400,0,1010,0
McDonald’s,Chicken Selects® Premium Breast Strips (5 pc),660,0,1680,0
McDonald’s,Spicy Buffalo Sauce,60,0,800,0
McDonald’s,Creamy Ranch Sauce,170,0,270,1
McDonald’s,Tangy Honey Mustard Sauce,60,0,140,8
McDonald’s,Southwestern Chipotle Barbeque Sauce,60,0,210,11
McDonald’s,Premium Southwest Salad with Grilled Chicken,320,0,960,11
McDonald’s,Premium Southwest Salad with Crispy Chicken,430,0,920,12
McDonald’s,Premium Southwest Salad (without chicken),140,0,150,6
McDonald’s,Premium Bacon Ranch Salad with Grilled Chicken,260,0,1010,5
McDonald’s,Premium Bacon Ranch Salad with Crispy Chicken,370,0,970,6
McDonald’s,Premium Bacon Ranch Salad (without chicken),140,0,300,4
McDonald’s,Premium Caesar Salad with Grilled Chicken,220,0,890,5
McDonald’s,Premium Caesar Salad with Crispy Chicken,330,0,840,6
McDonald’s,Premium Caesar Salad (without chicken),90,0,180,4
McDonald’s,Side Salad,20,0,10,2
McDonald’s,Butter Garlic Croutons,60,0,140,0
McDonald’s,Snack Size Fruit & Walnut Salad,210,0,60,25
McDonald’s,Salad Dressings,,,,
McDonald’s,Newman’s Own® Creamy Southwest Dressing,100,0,340,3
McDonald’s,Newman’s Own® Creamy Caesar Dressing,190,0,500,2
McDonald’s,Newman’s Own® Low Fat Balsamic Vinaigrette,40,0,730,3
McDonald’s,Newman’s Own® Low Fat Family Recipe Italian Dressing,60,0,730,1
McDonald’s,Newman’s Own® Ranch Dressing,170,0,530,4
McDonald’s,Egg McMuffin®,300,0,820,3
McDonald’s,Sausage McMuffin®,370,0,850,2
McDonald’s,Sausage McMuffin® with Egg,450,0,920,2
McDonald’s,English Muffin,160,0,280,2
McDonald’s,"Bacon, Egg & Cheese Biscuit (Regular Size Biscuit)",420,0,1160,3
McDonald’s,"Bacon, Egg & Cheese Biscuit (Large Size Biscuit)",480,0,1270,4
McDonald’s,Sausage Biscuit with Egg (Regular Size Biscuit),510,0,1170,2
McDonald’s,Sausage Biscuit with Egg (Large Size Biscuit),570,0,1280,3
McDonald’s,Sausage Biscuit (Regular Size Biscuit),430,0,1080,2
McDonald’s,Sausage Biscuit (Large Size Biscuit),480,0,1190,3
McDonald’s,Southern Style Chicken Biscuit (Regular Size Biscuit),410,0,1180,3
McDonald’s,Southern Style Chicken Biscuit (Large Size Biscuit),470,0,1290,4
McDonald’s,"Steak, Egg & Cheese Bagel",660,1,1580,7
McDonald’s,"Bacon, Egg & Cheese McGriddles®",420,0,1110,15
McDonald’s,"Sausage, Egg & Cheese McGriddles®",560,0,1360,15
McDonald’s,Sausage McGriddles®,420,0,1030,15
McDonald’s,Big Breakfast® (Regular Size Biscuit),740,0,1560,3
McDonald’s,Big Breakfast® (Large Size Biscuit),800,0,1680,3
McDonald’s,Big Breakfast with Hotcakes (Regular Size Biscuit),1090,0,2150,17
McDonald’s,Big Breakfast with Hotcakes (Large Size Biscuit),1150,0,2260,17
McDonald’s,Sausage Burrito,300,0,830,2
McDonald’s,McSkillet™ Burrito with Sausage,610,0.5,1390,4
McDonald’s,Hotcakes,350,0,590,14
McDonald’s,Hotcakes and Sausage,520,0,930,14
McDonald’s,Hotcake Syrup,180,0,20,32
McDonald’s,Whipped Margarine (1 pat),40,0,55,0
McDonald’s,Hash Brown,150,0,310,0
McDonald’s,Grape Jam,35,0,0,9
McDonald’s,Strawberry Preserves,35,0,0,9
McDonald’s,"Bacon, Egg & Cheese Bagel",560,0.5,1300,7
McDonald’s,Fruit & Maple Oatmeal,290,0,160,32
McDonald’s,Fruit & Maple Oatmeal without Brown Sugar,260,0,115,18
McDonald’s,Hamburger Happy Meal,475,0,690,20
McDonald’s,4 Piece Chicken McNuggets Happy Meal,395,0,510,14
McDonald’s,6 Piece Chicken McNuggets® Happy Meal,475,0,680,14
McDonald’s,Fruit ‘n Yogurt Parfait (7 oz),160,0,85,21
McDonald’s,Low Fat Caramel Dip,70,0,35,9
McDonald’s,Vanilla Reduced Fat Ice Cream Cone,150,0,60,18
McDonald’s,Kiddie Cone,45,0,20,6
McDonald’s,Strawberry Sundae,280,0,95,45
McDonald’s,Hot Caramel Sundae,340,0,160,44
McDonald’s,Hot Fudge Sundae,330,0,180,48
McDonald’s,Peanuts (for Sundaes),45,0,0,0
McDonald’s,McFlurry® with M&M’S® Candies (12 fl oz cup),710,1,220,97
McDonald’s,McFlurry® with OREO® Cookies (12 fl oz cup),580,1,320,73
McDonald’s,Baked Hot Apple Pie,250,0,170,13
McDonald’s,Cinnamon Melts,460,0,370,32
McDonald’s,McDonaldland® Cookies,260,0,300,13
McDonald’s,Chocolate Chip Cookie,160,0,90,15
McDonald’s,Oatmeal Raisin Cookie,150,0,135,13
McDonald’s,Sugar Cookie,160,0,120,11
McDonald’s,Apple Dippers with Low Fat Caramel Dip,100,0,35,15
McDonald’s,Chocolate McCafé® Shake (12 fl oz cup),580,1,240,77
McDonald’s,Chocolate McCafé® Shake (16 fl oz cup),720,1,300,98
McDonald’s,Chocolate McCafé® Shake (22 fl oz cup),880,1.5,370,121
McDonald’s,Chocolate Triple Thick® Shake (12 fl oz cup),440,0.5,190,63
McDonald’s,Chocolate Triple Thick® Shake (16 fl oz cup),580,1,250,84
McDonald’s,Chocolate Triple Thick® Shake (21 fl oz cup),770,1,330,111
McDonald’s,Chocolate Triple Thick® Shake (32 fl oz cup),1160,2,510,168
McDonald’s,Snack Size McFlurry® with M&M’S® Candies,430,0.5,130,59
McDonald’s,Snack Size McFlurry® with OREO® Cookies,340,0,200,43
McDonald’s,Strawberry McCafé® Shake (12 fl oz cup),570,1,170,79
McDonald’s,Strawberry McCafé® Shake (16 fl oz cup),710,1,210,100
McDonald’s,Strawberry McCafé® Shake (22 fl oz cup),860,1.5,260,124
McDonald’s,Strawberry Triple Thick® Shake (12 fl oz cup),420,0.5,130,63
McDonald’s,Strawberry Triple Thick® Shake (16 fl oz cup),560,1,170,84
McDonald’s,Strawberry Triple Thick® Shake (21 fl oz cup),740,1,230,111
McDonald’s,Strawberry Triple Thick® Shake (32 fl oz cup),1110,2,350,168
McDonald’s,Vanilla McCafé® Shake (12 fl oz cup),540,1,170,64
McDonald’s,Vanilla McCafé® Shake (16 fl oz cup),680,1,220,82
McDonald’s,Vanilla McCafé® Shake (22 fl oz cup),830,1.5,270,103
McDonald’s,Vanilla Triple Thick Shake® (32 fl oz cup),1110,2,370,145
McDonald’s,Vanilla Triple Thick® Shake (12 fl oz cup),420,0.5,140,54
McDonald’s,Vanilla Triple Thick® Shake (16 fl oz cup),550,1,190,72
McDonald’s,Vanilla Triple Thick® Shake (21 fl oz cup),740,1,250,96
McDonald’s,1% Low Fat Milk Jug,100,0,125,12
McDonald’s,1% Low Fat Chocolate Milk Jug,170,0,150,25
McDonald’s,Minute Maid® 100% Apple Juice Box,100,0,15,22
McDonald’s,Dasani® Water,0,0,0,0
McDonald’s,Minute Maid® Orange Juice (Small),150,0,0,30
McDonald’s,Minute Maid® Orange Juice (Medium),190,0,0,39
McDonald’s,Minute Maid® Orange Juice (Large),280,0,5,58
McDonald’s,Coca-Cola® Classic (Child),110,0,5,29
McDonald’s,Coca-Cola® Classic (Small),150,0,10,40
McDonald’s,Coca-Cola® Classic (Medium),210,0,15,58
McDonald’s,Coca-Cola® Classic (Large),310,0,20,86
McDonald’s,Diet Coke® (Child),0,0,15,0
McDonald’s,Diet Coke® (Small),0,0,20,0
McDonald’s,Diet Coke® (Medium),0,0,30,0
McDonald’s,Diet Coke® (Large),0,0,45,0
McDonald’s,Sprite® (Child),110,0,30,28
McDonald’s,Sprite® (Small),150,0,40,39
McDonald’s,Sprite® (Medium),210,0,55,56
McDonald’s,Sprite® (Large),310,0,80,83
McDonald’s,Hi-C® Orange Lavaburst (Child),120,0,0,32
McDonald’s,Hi-C® Orange Lavaburst (Small),160,0,5,44
McDonald’s,Hi-C® Orange Lavaburst (Medium),240,0,10,64
McDonald’s,Hi-C® Orange Lavaburst (Large),350,0,10,94
McDonald’s,POWERade® Mountain Blast (Child),70,0,65,16
McDonald’s,POWERade® Mountain Blast (Small),100,0,85,21
McDonald’s,POWERade® Mountain Blast (Medium),150,0,130,31
McDonald’s,POWERade® Mountain Blast (Large),220,0,190,46
McDonald’s,Iced Tea (Child),0,0,5,0
McDonald’s,Iced Tea (Small),0,0,10,0
McDonald’s,Iced Tea (Medium),0,0,15,0
McDonald’s,Iced Tea (Large),0,0,20,0
McDonald’s,Coffee (Small),0,0,0,0
McDonald’s,Coffee (Large),0,0,0,0
McDonald’s,Coffee Cream,20,0,15,0
McDonald’s,Sugar Packet,15,0,0,4
McDonald’s,"EQUAL® 0
Calorie Sweetener",0,0,0,1
McDonald’s,"SPLENDA® No
Calorie Sweetener",0,0,0,1
McDonald’s,Iced Coffee– Caramel (Small),130,0,80,20
McDonald’s,Iced Coffee– Caramel (Medium),190,0,115,27
McDonald’s,Iced Coffee– Caramel (Large),270,0,160,41
McDonald’s,Iced Coffee– Hazelnut (Small),130,0,40,21
McDonald’s,Iced Coffee– Hazelnut (Medium),190,0,60,29
McDonald’s,Iced Coffee– Hazelnut (Large),270,0,85,43
McDonald’s,Iced Coffee– Regular (Small),140,0,40,22
McDonald’s,Iced Coffee– Regular (Medium),200,0,60,30
McDonald’s,Iced Coffee– Regular (Large),280,0,85,45
McDonald’s,Iced Coffee– Vanilla (Small),130,0,40,21
McDonald’s,Iced Coffee– Vanilla (Medium),190,0,60,28
McDonald’s,Iced Coffee– Vanilla (Large),270,0,80,43
McDonald’s,Iced Coffee with Sugar Free Vanilla Syrup (Small),60,0,70,1
McDonald’s,Iced Coffee with Sugar Free Vanilla Syrup (Medium),90,0,100,2
McDonald’s,Iced Coffee with Sugar Free Vanilla Syrup (Large),120,0,140,2
McDonald’s,Sweet Tea (Child),110,0,5,27
McDonald’s,Sweet Tea (Large),280,0,15,69
McDonald’s,Sweet Tea (Medium),180,0,10,45
McDonald’s,Sweet Tea (Small),150,0,10,36
McDonald’s,Nonfat Cappuccino (Small),60,0,85,9
McDonald’s,Nonfat Cappuccino (Medium),80,0,110,12
McDonald’s,Nonfat Cappuccino (Large),90,0,130,13
McDonald’s,Nonfat Latte (Small),90,0,115,13
McDonald’s,Nonfat Latte (Medium),110,0,140,15
McDonald’s,Nonfat Latte (Large),120,0,160,18
McDonald’s,Nonfat Caramel Cappuccino (Small),150,0,120,32
McDonald’s,Nonfat Caramel Cappuccino (Medium),190,0,150,41
McDonald’s,Nonfat Caramel Cappuccino (Large),230,0,180,49
McDonald’s,Nonfat Caramel Latte (Small),170,0,150,36
McDonald’s,Nonfat Caramel Latte (Medium),220,0,180,45
McDonald’s,Nonfat Caramel Latte (Large),260,0,220,53
McDonald’s,Nonfat Hazelnut Cappuccino (Small),150,0,70,34
McDonald’s,Nonfat Hazelnut Cappuccino (Medium),190,0,90,43
McDonald’s,Nonfat Hazelnut Cappuccino (Large),230,0,100,51
McDonald’s,Nonfat Hazelnut Latte (Small),180,0,95,37
McDonald’s,Nonfat Hazelnut Latte (Medium),220,0,115,46
McDonald’s,Nonfat Hazelnut Latte (Large),260,0,135,55
McDonald’s,Nonfat Vanilla Cappuccino (Small),150,0,70,34
McDonald’s,Nonfat Vanilla Cappuccino (Medium),190,0,90,42
McDonald’s,Nonfat Vanilla Cappuccino (Large),230,0,100,51
McDonald’s,Nonfat Vanilla Latte (Small),180,0,95,37
McDonald’s,Nonfat Vanilla Latte (Medium),220,0,115,46
McDonald’s,Nonfat Vanilla Latte (Large),260,0,135,55
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Small),50,0,100,8
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Medium),70,0,130,10
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Large),80,0,150,11
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Small),80,0,130,11
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Medium),90,0,160,13
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Large),110,0,190,15
McDonald’s,Mocha with Nonfat Milk (Small),240,0,130,34
McDonald’s,Mocha with Nonfat Milk (Medium),280,0,160,42
McDonald’s,Mocha with Nonfat Milk (Large),330,0,190,50
McDonald’s,Hot Chocolate with Nonfat Milk (Small),250,0,140,37
McDonald’s,Hot Chocolate with Nonfat Milk (Medium),310,0,190,47
McDonald’s,Hot Chocolate with Nonfat Milk (Large),390,0,250,59
McDonald’s,Iced Nonfat Latte (Small),50,0,70,7
McDonald’s,Iced Nonfat Latte (Medium),60,0,90,9
McDonald’s,Iced Nonfat Latte (Large),70,0,105,11
McDonald’s,Iced Nonfat Caramel Latte (Small),140,0,105,30
McDonald’s,Iced Nonfat Caramel Latte (Medium),150,0,120,32
McDonald’s,Iced Nonfat Caramel Latte (Large),190,0,150,40
McDonald’s,Iced Nonfat Hazelnut Latte (Small),140,0,50,32
McDonald’s,Iced Nonfat Hazelnut Latte (Medium),150,0,70,33
McDonald’s,Iced Nonfat Hazelnut Latte (Large),190,0,80,42
McDonald’s,Iced Nonfat Vanilla Latte (Small),140,0,50,31
McDonald’s,Iced Nonfat Vanilla Latte (Medium),150,0,70,33
McDonald’s,Iced Nonfat Vanilla Latte (Large),190,0,85,41
McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Small),40,0,85,5
McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Medium),50,0,100,6
McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Large),60,0,130,8
McDonald’s,Iced Mocha with Nonfat Milk (Medium),270,0,140,35
McDonald’s,Iced Nonfat Caramel Mocha (Large),300,0,230,45
McDonald’s,Iced Nonfat Caramel Mocha (Medium),240,0,190,34
McDonald’s,Iced Nonfat Caramel Mocha (Small),200,0,140,26
McDonald’s,Nonfat Caramel Mocha (Large),280,0,260,46
McDonald’s,Nonfat Caramel Mocha (Medium),240,0,200,38
McDonald’s,Nonfat Caramel Mocha (Small),200,0,170,31
McDonald’s,McCafe Coffees – Whole Milk,,,,
McDonald’s,Cappuccino (Small),120,0,85,9
McDonald’s,Cappuccino (Medium),140,0,105,11
McDonald’s,Cappuccino (Large),180,0,130,13
McDonald’s,Latte (Small) ,150,0,105,11
McDonald’s,Latte (Medium),180,0,130,13
McDonald’s,Latte (Large),210,0,150,16
McDonald’s,Caramel Cappuccino (Small),200,0,125,32
McDonald’s,Caramel Cappuccino (Medium),240,0,150,40
McDonald’s,Caramel Cappuccino (Large),290,0,190,49
McDonald’s,Caramel Latte (Small),230,0,140,35
McDonald’s,Caramel Latte (Medium),280,0,170,43
McDonald’s,Caramel Latte (Large),330,0,210,51
McDonald’s,Hazelnut Cappuccino (Small),200,0,70,34
McDonald’s,Hazelnut Cappuccino (Medium),240,0,85,42
McDonald’s,Hazelnut Cappuccino (Large),290,0,105,51
McDonald’s,Hazelnut Latte (Small),230,0,90,36
McDonald’s,Hazelnut Latte (Medium),280,0,110,45
McDonald’s,Hazelnut Latte (Large),330,0,130,53
McDonald’s,Vanilla Cappuccino (Small),200,0,70,34
McDonald’s,Vanilla Cappuccino (Medium),240,0,85,42
McDonald’s,Vanilla Cappuccino (Large),290,0,105,51
McDonald’s,Vanilla Latte (Small),230,0,90,36
McDonald’s,Vanilla Latte (Medium),280,0,110,44
McDonald’s,Vanilla Latte (Large),330,0,130,53
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Small),100,0,105,7
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Medium),120,0,130,9
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Large),150,0,160,11
McDonald’s,Latte with Sugar Free Vanilla Syrup (Small),130,0,125,10
McDonald’s,Latte with Sugar Free Vanilla Syrup (Medium),160,0,150,11
McDonald’s,Latte with Sugar Free Vanilla Syrup (Large),180,0,180,13
McDonald’s,Mocha (Small),280,0,125,33
McDonald’s,Mocha (Medium),330,0,150,41
McDonald’s,Mocha (Large),400,0.5,190,49
McDonald’s,Hot Chocolate (Small),300,0,135,35
McDonald’s,Hot Chocolate (Medium),380,0.5,170,45
McDonald’s,Hot Chocolate (Large),460,0.5,220,54
McDonald’s,Iced Latte (Small),80,0,65,6
McDonald’s,Iced Latte (Medium),100,0,80,8
McDonald’s,Iced Latte (Large),140,0,105,10
McDonald’s,Iced Caramel Latte (Small),160,0,100,29
McDonald’s,Iced Caramel Latte (Medium),180,0,120,31
McDonald’s,Iced Caramel Latte (Large),230,0,150,40
McDonald’s,Iced Hazelnut Latte (Small),160,0,45,31
McDonald’s,Iced Hazelnut Latte (Medium),180,0,65,33
McDonald’s,Iced Hazelnut Latte (Large),230,0,85,41
McDonald’s,Iced Vanilla Latte (Small),160,0,45,31
McDonald’s,Iced Vanilla Latte (Medium),190,0,70,33
McDonald’s,Iced Vanilla Latte (Large),230,0,85,41
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Small),60,0,80,4
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Medium),90,0,105,6
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Large),110,0,130,8
McDonald’s,Iced Mocha (Medium),310,0,140,35
McDonald’s,Caramel Mocha (Large),360,0.5,220,46
McDonald’s,Caramel Mocha (Medium),290,0,180,38
McDonald’s,Caramel Mocha (Small),250,0,150,31
McDonald’s,Iced Caramel Mocha (Large),380,0.5,210,46
McDonald’s,Iced Caramel Mocha (Medium),300,0,160,33
McDonald’s,Iced Caramel Mocha (Small),240,0,130,26
McDonald’s,Frappe Caramel (Small),450,1,135,57
McDonald’s,Frappe Caramel (Medium),550,1,160,71
McDonald’s,Frappe Caramel (Large),680,1.5,200,88
McDonald’s,Frappe Mocha (Small),450,1,130,56
McDonald’s,Frappe Mocha (Medium),560,1,160,70
McDonald’s,Frappe Mocha (Large),680,1,200,87
McDonald’s,Strawberry Banana Smoothie (Large),330,0,55,70
McDonald’s,Strawberry Banana Smoothie (Medium),260,0,40,54
McDonald’s,Strawberry Banana Smoothie (Small),210,0,35,44
McDonald’s,Wild Berry Smoothie (Large),320,0,45,69
McDonald’s,Wild Berry Smoothie (Medium),260,0,35,55
McDonald’s,Wild Berry Smoothie (Small),210,0,30,44
Burger King,Whopper® Sandwich,660,1.5,980,11
Burger King,Whopper® Sandwich with Cheese,740,2,1340,11
Burger King,Bacon & Cheese Whopper® Sandwich,790,2,1560,11
Burger King,Double Whopper® Sandwich,900,3,1050,11
Burger King,Double Whopper® Sandwich with Cheese,980,3,1410,11
Burger King,Triple Whopper® Sandwich,1130,4,1120,11
Burger King,Triple Whopper® Sandwich with Cheese,1220,4.5,1470,11
Burger King,Whopper JR.® Sandwich,310,0.5,390,7
Burger King,Flame Broiled Burgers, , , , 
Burger King,Bacon King Sandwich,1150,3.5,2150,10
Burger King,Cheddar Bacon King Sandwich,1190,3.5,1930,11
Burger King,Single Quarter Pound King Sandwich,580,1.5,1310,10
Burger King,Double Quarter Pound King Sandwich,900,3,1740,11
Burger King,Single Stacker King,700,2,1360,10
Burger King,Double Stacker King,1050,3.5,1870,11
Burger King,IMPOSSIBLE Whopper® Sandwich,630,0,1080,12
Burger King,Hamburger,240,0.5,380,6
Burger King,Cheeseburger,280,0.5,560,7
Burger King,Double Hamburger,350,1,410,6
Burger King,Double Cheeseburger,390,1.5,590,7
Burger King,Extra Long Cheeseburger,630,1.5,1050,9
Burger King,Bacon Cheeseburger,320,0.5,710,7
Burger King,Bacon Double Cheeseburger,420,1.5,740,7
Burger King,Crispy Chicken Sandwich,670,0,1080,8
Burger King,Spicy Crispy Chicken Sandwich,700,0,1140,8
Burger King,Original Chicken Sandwich,660,0,1170,5
Burger King,Bacon & Cheese Crispy Chicken Sandwich,800,1,1650,8
Burger King,BBQ Bacon Crispy Chicken Sandwich,790,0.5,1630,13
