dsn,oem,identifier,index,lat,long
KFC,Musselman’s™ Applesauce,45,0,12,0
KFC,7UP® (12 fl oz),140,0,35,0
KFC,7UP® (16 fl oz),190,0,46,0
KFC,7UP® (20 fl oz),240,0,58,0
KFC,7UP® (30 fl oz),350,0,87,0
KFC,Classic Lemonade (1/2 Gallon),880,0,234,0
KFC,Classic Lemonade (20 fl oz),140,0,39,0
KFC,Code Red Mountain Dew® (12 fl oz),170,0,46,0
KFC,Code Red Mountain Dew® (16 fl oz),230,0,62,0
KFC,Code Red Mountain Dew® (20 fl oz),290,0,77,0
KFC,Code Red Mountain Dew® (30 fl oz),430,0,116,0
KFC,Diet Dr Pepper® (12 fl oz),0,0,0,0
KFC,Diet Dr Pepper® (16 fl oz),0,0,0,0
KFC,Diet Dr Pepper® (20 fl oz),0,0,0,0
KFC,Diet Dr Pepper® (30 fl oz),0,0,0,0
KFC,Diet Mist Twst® (12 fl oz),0,0,0,0
KFC,Diet Mist Twst® (16 fl oz),0,0,0,0
KFC,Diet Mist Twst® (20 fl oz),0,0,0,0
KFC,Diet Mist Twst® (30 fl oz),5,0,0,0
KFC,Diet Mountain Dew® (12 fl oz),0,0,1,0
KFC,Diet Mountain Dew® (16 fl oz),5,0,1,0
KFC,Diet Mountain Dew® (20 fl oz),10,0,1,0
KFC,Diet Mountain Dew® (30 fl oz),10,0,1,0
KFC,Diet Pepsi® (12 fl oz),0,0,0,0
KFC,Diet Pepsi® (16 fl oz),0,0,0,0
KFC,Diet Pepsi® (20 fl oz),0,0,0,0
KFC,Diet Pepsi® (30 fl oz),0,0,0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (12 fl oz),0,0,0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (16 fl oz),0,0,0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (20 fl oz),0,0,0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (30 fl oz),0,0,0,0
KFC,Dr Pepper® (12 fl oz),140,0,39,0
KFC,Dr Pepper® (16 fl oz),190,0,52,0
KFC,Dr Pepper® (20 fl oz),240,0,65,0
KFC,Dr Pepper® (30 fl oz),360,0,98,0
KFC,Lipton® Brisk® Lemon Tea (12 fl oz),80,0,22,0
KFC,Lipton® Brisk® Lemon Tea (16 fl oz),110,0,29,0
KFC,Lipton® Brisk® Lemon Tea (20 fl oz),140,0,36,0
KFC,Lipton® Brisk® Lemon Tea (30 fl oz),210,0,55,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (12 fl oz),0,0,0,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (16 fl oz),0,0,0,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (20 fl oz),5,0,0,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (30 fl oz),10,0,0,0
KFC,Lipton® Brisk® Raspberry Tea (12 fl oz),80,0,20,0
KFC,Lipton® Brisk® Raspberry Tea (16 fl oz),100,0,26,0
KFC,Lipton® Brisk® Raspberry Tea (20 fl oz),130,0,33,0
KFC,Lipton® Brisk® Raspberry Tea (30 fl oz),190,0,49,0
KFC,Lipton® Brisk® Sweet Iced Tea (12 fl oz),80,0,22,0
KFC,Lipton® Brisk® Sweet Iced Tea (16 fl oz),110,0,29,0
KFC,Lipton® Brisk® Sweet Iced Tea (20 fl oz),130,0,36,0
KFC,Lipton® Brisk® Sweet Iced Tea (30 fl oz),200,0,54,0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (12 fl oz),0,0,0,0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0,0,0,0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0,0,0,0
KFC,Lipton® Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0,0,0,0
KFC,Manzanita Sol® (12 fl oz),160,0,42,0
KFC,Manzanita Sol® (16 fl oz),210,0,57,0
KFC,Manzanita Sol® (20 fl oz),260,0,71,0
KFC,Manzanita Sol® (30 fl oz),400,0,106,0
KFC,Miranda® Strawberry (12 fl oz),160,0,44,0
KFC,Miranda® Strawberry (16 fl oz),220,0,58,0
KFC,Miranda® Strawberry (20 fl oz),270,0,73,0
KFC,Miranda® Strawberry (30 fl oz),410,0,109,0
KFC,Mist Twst® (12 fl oz),150,0,41,0
KFC,Mist Twst® (16 fl oz),200,0,54,0
KFC,Mist Twst® (20 fl oz),260,0,68,0
KFC,Mist Twst® (30 fl oz),380,0,101,0
KFC,MNT DEW Sweet Lightning (20 fl oz),120,0,32,0
KFC,Mountain Dew® (12 fl oz),160,0,44,0
KFC,Mountain Dew® (16 fl oz),220,0,59,0
KFC,Mountain Dew® (20 fl oz),270,0,73,0
KFC,Mountain Dew® (30 fl oz),410,0,110,0
KFC,Mug Root Beer® (12 fl oz),140,0,39,0
KFC,Mug Root Beer® (16 fl oz),190,0,52,0
KFC,Mug Root Beer® (20 fl oz),240,0,65,0
KFC,Mug Root Beer® (30 fl oz),360,0,98,0
KFC,Pepsi Zero Sugar® (12 fl oz),0,0,0,0
KFC,Pepsi Zero Sugar® (16 fl oz),0,0,0,0
KFC,Pepsi Zero Sugar® (20 fl oz),0,0,0,0
KFC,Pepsi Zero Sugar® (30 fl oz),0,0,1,0
KFC,Pepsi® (12 fl oz),150,0,41,0
KFC,Pepsi® (16 fl oz),200,0,55,0
KFC,Pepsi® (20 fl oz),250,0,69,0
KFC,Pepsi® (30 fl oz),380,0,104,0
KFC,Sobe Lifewater Yumberry Pomegranate (12 fl oz),0,0,0,0
KFC,Sobe Lifewater Yumberry Pomegranate (16 fl oz),0,0,0,0
KFC,Sobe Lifewater Yumberry Pomegranate (20 fl oz),0,0,0,0
KFC,Sobe Lifewater Yumberry Pomegranate (30 fl oz),5,0,1,0
KFC,Strawberry Lemonade (1/2 Gallon),950,0,270,0
KFC,Strawberry Lemonade (20 fl oz),170,0,45,0
KFC,Tropicana® Fruit Punch (12 fl oz),170,0,45,0
KFC,Tropicana® Fruit Punch (16 fl oz),230,0,60,0
KFC,Tropicana® Fruit Punch (20 fl oz),280,0,75,0
KFC,Tropicana® Fruit Punch (30 fl oz),420,0,113,0
KFC,Tropicana® Light Lemonade (12 fl oz),5,0,0,0
KFC,Tropicana® Light Lemonade (16 fl oz),10,0,0,0
KFC,Tropicana® Light Lemonade (20 fl oz),10,0,0,0
KFC,Tropicana® Light Lemonade (30 fl oz),15,0,1,0
KFC,Tropicana® Pink Lemonade (12 fl oz),150,0,40,0
KFC,Tropicana® Pink Lemonade (16 fl oz),210,0,53,0
KFC,Tropicana® Pink Lemonade (20 fl oz),260,0,67,0
KFC,Tropicana® Pink Lemonade (30 fl oz),390,0,100,0
KFC,Tropicana® Twister® Orange (12 fl oz),170,0,46,0
KFC,Tropicana® Twister® Orange (16 fl oz),230,0,61,0
KFC,Tropicana® Twister® Orange (20 fl oz),290,0,76,0
KFC,Tropicana® Twister® Orange (30 fl oz),430,0,115,0
KFC,Wild Cherry Pepsi® (12 fl oz),160,0,42,0
KFC,Wild Cherry Pepsi® (16 fl oz),210,0,56,0
KFC,Wild Cherry Pepsi® (20 fl oz),260,0,70,0
KFC,Wild Cherry Pepsi® (30 fl oz),390,0,105,0
KFC,Country Fried Steak without Peppered White Gravy,360,35,22,13
KFC,Country Fried Steak with Peppered White Gravy,390,35,26,13
KFC,KFC® Gizzards,300,210,18,20
KFC,KFC® Livers,230,285,12,17
Taco Bell,Bacon Club Chalupa,440,0,840,3
Taco Bell,Blue Raspberry Freeze™ (16 oz),120,0,35,30
Taco Bell,Blue Raspberry Freeze™ (20 oz),150,0,40,38
Taco Bell,Loaded Nacho Taco,250,0,610,2
Taco Bell,Midnight Berry Freeze™ (16 oz),140,0,35,34
Taco Bell,Midnight Berry Freeze™ (20 oz),170,0,40,42
Taco Bell,Nacho Fries,320,0,630,2
Taco Bell,Nacho Fries BellGrande®,710,0,1440,4
Taco Bell,Black Bean Chalupa – Online Exclusive,330,0,430,3
Taco Bell,Black Bean Quesarito – Online Exclusive,630,0,1260,5
Taco Bell,Quesarito – Online Exclusive,650,0.5,1390,5
Taco Bell,Chalupa Supreme® – Beef,350,0,560,3
Taco Bell,Chalupa Supreme® – Chicken,330,0,560,3
Taco Bell,Chalupa Supreme® – Steak,330,0,530,3
Taco Bell,Cheesy Gordita Crunch,500,0.5,850,4
Taco Bell,Crunchy Taco,170,0,310,<1
Taco Bell,Crunchy Taco Supreme®,190,0,340,2
Taco Bell,Loaded Nacho Taco (New),250,0,610,2
Taco Bell,Nacho Cheese Doritos® Locos Taco,170,0,360,<1
Taco Bell,Nacho Cheese Doritos® Locos Taco Supreme®,190,0,380,2
Taco Bell,Soft Taco – Beef,180,0,500,1
Taco Bell,Soft Taco – Chicken,160,0,500,1
Taco Bell,Soft Taco Supreme®, , , , 
Taco Bell,Soft Taco – Beef,210,0,520,2
Taco Bell,Soft Taco – Chicken,180,0,520,2
Taco Bell,Bean Burrito (V),350,0,1000,3
Taco Bell,Beefy 5-Layer Burrito,490,0,1250,5
Taco Bell,Burrito Supreme® – Beef,390,0,1110,4
Taco Bell,Burrito Supreme® – Chicken,370,0,1110,4
Taco Bell,Burrito Supreme® – Steak,370,0,1090,4
Taco Bell,Chili Cheese Burrito (regional),370,0,970,2
Taco Bell,Quesarito – Beef,650,0.5,1390,5
Taco Bell,Quesarito – Chicken,620,0,1390,4
Taco Bell,Quesarito – Steak,630,0,1370,4
Taco Bell,Chips and Nacho Cheese Sauce (V),220,0,250,2
Taco Bell,Nacho Fries (V) (New),320,0,630,2
Taco Bell,Nacho Fries BellGrande® (New),710,0,1440,4
Taco Bell,Nachos BellGrande® – Beef,740,0,1050,5
Taco Bell,Nachos BellGrande® – Chicken,720,0,1050,5
Taco Bell,Nachos BellGrande® – Steak,720,0,1030,5
Taco Bell,Beef Quesarito,650,0.5,1390,5
Taco Bell,Black Bean Quesarito (V),630,0,1260,5
Taco Bell,Quesadilla – Cheese (V),470,0.5,990,2
Taco Bell,Quesadilla – Chicken,510,0.5,1250,2
Taco Bell,Quesadilla – Steak,520,0.5,1230,2
Taco Bell,Bacon Club Chalupa – Specialties,440,0,840,3
Taco Bell,Black Bean Chalupa – Specialties,330,0,430,3
Taco Bell,Black Bean Crunchwrap Supreme – Specialties,510,0,1080,6
Taco Bell,Black Bean Quesarito – Specialties,630,0,1260,5
Taco Bell,Chalupa Supreme® – Specialties,350,0,560,3
Taco Bell,Cheesy Gordita Crunch – Specialties,500,0.5,850,4
Taco Bell,Cheesy Roll Up – Specialties,180,0,430,<1
Taco Bell,Crunchwrap Supreme® – Specialties,530,0,1200,6
Taco Bell,Crunchy Taco – Specialties,170,0,310,<1
Taco Bell,Nacho Cheese Doritos® Locos Taco – Specialties,170,0,360,<1
Taco Bell,Nachos BellGrande® – Specialties,740,0,1050,5
Taco Bell,Power Menu Bowl – Specialties,470,0,1200,2
Taco Bell,Quesadilla – Specialties,510,0.5,1250,2
Taco Bell,Quesarito – Specialties,650,0.5,1390,5
Taco Bell,Soft Taco – Specialties,180,0,500,1
Taco Bell,Soft Taco Supreme – Specialties,210,0,520,2
Taco Bell,Veggie Power Menu Bowl – Specialties,430,0,810,2
Taco Bell,Black Beans & Rice (V),170,0,320,0
Taco Bell,Black Beans (V),50,0,135,0
Taco Bell,Cinnabon® Delights™ (2 Pk) (V),160,0,80,10
Taco Bell,Cinnabon® Delights™ (12 Pk – Serves 4) (V),930,2,480,59
Taco Bell,Cinnamon Twists (V),170,0,210,13
Taco Bell,Diablo Sauce Packet (V),0,0,30,0
Taco Bell,Fire Sauce Packet (V),0,0,55,0
Taco Bell,Hot Sauce Packet (V),0,0,45,0
Taco Bell,Mild Sauce Packet (V),0,0,30,0
Taco Bell,Blue Raspberry Freeze™ (16 oz) (New),120,0,35,30
Taco Bell,Blue Raspberry Freeze™ (20 oz) (New),150,0,40,38
Taco Bell,Dragon Fruit Freeze (16 oz),190,0,50,47
Taco Bell,Dragon Fruit Freeze (20 oz),230,0,60,57
Taco Bell,Lowfat Milk – CA (Regional),100,0,130,12
Taco Bell,Lowfat Milk – Federal (Regional),80,0,100,9
Taco Bell,Midnight Berry Freeze™ (16 oz) (New),140,0,35,34
Taco Bell,Midnight Berry Freeze™ (20 oz) (New),170,0,40,42
Taco Bell,Mtn Dew® Baja Blast Freeze™ (16 oz),150,0,45,41
Taco Bell,Mtn Dew® Baja Blast Freeze™ (20 oz),190,0,55,51
Taco Bell,Orange Juice,140,0,20,28
Taco Bell,Premium Hot Coffee,10,0,0,0
Taco Bell,Regular Iced Coffee,10,0,0,0
Taco Bell,Water,0,0,0,0
Taco Bell,Wild Strawberry Freeze™ (16 oz),150,0,40,41
Taco Bell,Wild Strawberry Freeze™ (20 oz),190,0,55,51
Taco Bell,Beef Burrito – Value Menu,430,0,970,3
Taco Bell,Cheesy Bean & Rice Burrito – Value Menu,420,0,880,3
Taco Bell,Cheesy Roll Up – Value Menu,180,0,430,<1
Taco Bell,Chicken Chipotle Melt – Value Menu,190,0,530,<1
Taco Bell,Chips and Nacho Cheese Sauce – Value Menu,220,0,250,2
Taco Bell,Cinnamon Twists – Value Menu,170,0,210,13
Taco Bell,Loaded Nacho Taco – Value Menu,250,0,610,2
Taco Bell,Bean Burrito,350,0,1000,3
Taco Bell,Black Bean Chalupa,330,0,430,3
Taco Bell,Black Bean Crunchwrap Supreme,510,0,1080,6
Taco Bell,Black Bean Quesarito,630,0,1260,5
Taco Bell,Black Beans & Rice,170,0,320,0
Taco Bell,Cheese Quesadilla,470,0.5,990,2
Taco Bell,Cheesy Bean & Rice Burrito,420,0,880,3
Taco Bell,Cheesy Roll Up,180,0,430,<1
Taco Bell,Chips and Nacho Cheese Sauce,220,0,250,2
Taco Bell,Cinnabon® Delights™ (2 Pack),160,0,80,10
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4),930,2,480,59
Taco Bell,Cinnamon Twists,170,0,210,13
Taco Bell,Hash Brown,160,0,270,0
Taco Bell,Power Menu Bowl – Veggie,430,0,810,2
Taco Bell,Power Menu Bowl – Chicken,470,0,1200,2
Taco Bell,Power Menu Bowl – Steak,480,0,1150,2
Taco Bell,Power Menu Bowl – Veggie (V),430,0,810,2
Taco Bell,Breakfast Crunchwrap – Bacon,670,0,1270,3
Taco Bell,Breakfast Crunchwrap – Sausage,720,0,1210,3
Taco Bell,Breakfast Crunchwrap – Steak,660,0,1300,3
Taco Bell,Breakfast Salsa Packet (V),0,0,50,0
Taco Bell,Cheesy Toasted Breakfast Burrito – Bacon,350,0,870,3
Taco Bell,Cheesy Toasted Breakfast Burrito – Fiesta Potato (V),340,0,750,3
Taco Bell,Cheesy Toasted Breakfast Burrito – Sausage,340,0,730,3
Taco Bell,Cinnabon® Delights™ (2 Pack) (V),160,0,80,10
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4) (V),930,2,480,59
Taco Bell,Grande Toasted Breakfast Burrito – Bacon,560,0,1290,3
Taco Bell,Grande Toasted Breakfast Burrito – Sausage,560,0,1150,3
Taco Bell,Grande Toasted Breakfast Burrito – Steak,560,0,1310,3
Taco Bell,Hash Brown (V),160,0,270,0
Taco Bell,Hash Brown Toasted Breakfast Burrito – Bacon,570,0,1270,2
Taco Bell,Hash Brown Toasted Breakfast Burrito – Sausage,570,0,1130,2
Taco Bell,Hash Brown Toasted Breakfast Burrito – Steak,570,0,1290,2
Taco Bell,7-Up (16 fl oz),190,,46,46
Taco Bell,Brisk® Mango Iced Tea (16 fl oz),100,,26,26
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0,,0,0
Taco Bell,Diet Dr Pepper® (16 fl oz),0,,0,0
Taco Bell,Diet Mtn Dew® (16 fl oz),5,,1,1
Taco Bell,Diet Pepsi® (16 fl oz),0,,0,0
Taco Bell,Dr Pepper® (16 fl oz),190,,52,51
Taco Bell,G2 – Fruit Punch (16 fl oz),30,,7,6
Taco Bell,Mtn Dew® (16 fl oz),220,,59,58
Taco Bell,Mtn Dew® Baja Blast™ (16 fl oz),220,,59,59
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (16 fl oz),5,,0,0
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (16 fl oz),70,,18,18
Taco Bell,Mug® Root Beer (16 fl oz),190,,52,52
Taco Bell,Pepsi® (16 fl oz),200,,55,55
Taco Bell,Pepsi® Wild Cherry (16 fl oz),210,,56,56
Taco Bell,Pepsi® Zero Sugar (16 fl oz),0,,0,0
Taco Bell,Sierra Mist® (16 fl oz),200,,54,54
Taco Bell,Tropicana® Pink Lemonade (16 fl oz),210,,53,53
Taco Bell,7-Up (20 fl oz),240,,58,58
Taco Bell,Brisk® Mango Iced Tea (20 fl oz),120,,32,32
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0,,0,0
Taco Bell,Diet Dr Pepper® (20 fl oz),0,,0,0
Taco Bell,Diet Mtn Dew® (20 fl oz),10,,1,1
Taco Bell,Diet Pepsi® (20 fl oz),0,,0,0
Taco Bell,Dr Pepper® (20 fl oz),240,,65,64
Taco Bell,G2 – Fruit Punch (20 fl oz),35,,9,8
Taco Bell,Mtn Dew® (20 fl oz),270,,73,73
Taco Bell,Mtn Dew® Baja Blast™ (20 fl oz),280,,74,73
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (20 fl oz),10,,0,0
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (20 fl oz),90,,23,22
Taco Bell,Mug® Root Beer (20 fl oz),240,,65,65
Taco Bell,Pepsi® (20 fl oz),250,,69,69
Taco Bell,Pepsi® Wild Cherry (20 fl oz),260,,70,70
Taco Bell,Pepsi® Zero Sugar (20 fl oz),0,,0,0
Taco Bell,Sierra Mist® (20 fl oz),260,,68,68
Taco Bell,Tropicana® Pink Lemonade (20 fl oz),260,,67,67
Taco Bell, , ,, , 
Taco Bell,FOUNTAIN BEVERAGES (30 OZ), ,, , 
Taco Bell,7-Up (30 fl oz),350,,87,87
Taco Bell,Brisk® Mango Iced Tea (30 fl oz),180,,48,48
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0,,0,0
Taco Bell,Diet Dr Pepper® (30 fl oz),0,,1,0
Taco Bell,Diet Mtn Dew® (30 fl oz),10,,1,1
Taco Bell,Diet Pepsi® (30 fl oz),0,,0,0
Taco Bell,Dr Pepper® (30 fl oz),360,,98,96
Taco Bell,G2 – Fruit Punch (30 fl oz),50,,13,12
Taco Bell,Mtn Dew® (30 fl oz),410,,110,109
Taco Bell,Mtn Dew® Baja Blast™ (30 fl oz),420,,110,110
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (30 fl oz),15,,0,0
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (30 fl oz),130,,34,33
Taco Bell,Mug® Root Beer (30 fl oz),360,,98,98
Taco Bell,Pepsi® (30 fl oz),380,,104,103
Taco Bell,Pepsi® Wild Cherry (30 fl oz),390,,105,105
Taco Bell,Pepsi® Zero Sugar (30 fl oz),0,,<1,0
Taco Bell,Sierra Mist® (30 fl oz),380,,101,101
Taco Bell,Tropicana® Pink Lemonade (30 fl oz),390,,100,100
Pizza Hut,Detroit Double Cheesy Pizza Slice,280,30,31,13
Pizza Hut,Detroit Double Pepperoni Pizza Slice,330,40,30,14
Pizza Hut,Detroit Meaty Pizza Slice,320,35,31,14
Pizza Hut,Detroit Supremo Pizza Slice,290,30,31,13
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Personal Pan,180,15,25,8
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Medium,270,25,33,11
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Large,380,35,43,16
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Medium,240,15,29,10
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Large,350,25,38,14
Pizza Hut,Pan Pizza Slices Buffalo Chicken Personal Pan,160,15,22,7
Pizza Hut,Pan Pizza Slices Buffalo Chicken Medium,240,20,31,11
Pizza Hut,Pan Pizza Slices Buffalo Chicken Large,350,30,40,15
Pizza Hut,Pan Pizza Slices Cheese Personal Pan,150,15,17,7
Pizza Hut,Pan Pizza Slices Cheese Medium,250,25,28,11
Pizza Hut,Pan Pizza Slices Cheese Large,360,35,37,16
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Personal Pan,180,20,17,9
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Medium,270,30,27,12
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Large,390,40,35,18
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Personal Pan,150,15,18,8
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Medium,240,20,29,12
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Large,350,30,38,17
Pizza Hut,Pan Pizza Slices Meat Lover’s® Personal Pan,210,25,18,9
Pizza Hut,Pan Pizza Slices Meat Lover’s® Medium,320,35,28,13
Pizza Hut,Pan Pizza Slices Meat Lover’s® Large,470,50,37,19
Pizza Hut,Pan Pizza Slices Pepperoni Personal Pan,150,15,17,6
Pizza Hut,Pan Pizza Slices Pepperoni Medium,250,25,28,10
Pizza Hut,Pan Pizza Slices Pepperoni Large,370,35,36,15
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Personal Pan,180,20,17,8
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Medium,300,35,28,13
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Large,440,50,37,19
Pizza Hut,Pan Pizza Slices Supreme Personal Pan,170,15,18,7
Pizza Hut,Pan Pizza Slices Supreme Medium,270,25,29,11
Pizza Hut,Pan Pizza Slices Supreme Large,390,40,37,16
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan,170,15,17,8
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Medium,270,25,27,12
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Large,390,40,36,17
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Personal Pan,140,10,18,6
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Medium,230,15,29,9
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Large,330,25,38,14
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Small,140,15,20,6
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Medium,220,20,31,10
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Large,300,30,40,14
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Medium,200,15,26,9
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Large,280,20,35,12
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Small,130,10,19,6
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Medium,200,20,28,9
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Large,270,30,37,13
Pizza Hut,Hand Tossed Slices Cheese Small,130,10,17,6
Pizza Hut,Hand Tossed Slices Cheese Medium,210,20,26,10
Pizza Hut,Hand Tossed Slices Cheese Large,290,30,34,13
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Small,150,15,16,7
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Medium,230,25,25,11
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Large,310,35,33,16
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Small,130,10,17,7
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Medium,210,20,27,10
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Large,280,30,36,15
Pizza Hut,Hand Tossed Slices Meat Lover’s® Small,180,20,17,7
Pizza Hut,Hand Tossed Slices Meat Lover’s® Medium,290,30,26,12
Pizza Hut,Hand Tossed Slices Meat Lover’s® Large,390,45,34,17
Pizza Hut,Hand Tossed Slices Pepperoni Small,130,10,16,6
Pizza Hut,Hand Tossed Slices Pepperoni Medium,220,20,25,9
Pizza Hut,Hand Tossed Slices Pepperoni Large,300,30,34,13
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Small,160,20,17,7
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Medium,270,35,26,12
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Large,370,50,35,17
Pizza Hut,Hand Tossed Slices Supreme Small,150,15,17,6
Pizza Hut,Hand Tossed Slices Supreme Medium,240,25,26,10
Pizza Hut,Hand Tossed Slices Supreme Large,320,35,35,14
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Small,150,15,16,6
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Medium,230,25,25,11
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Large,310,35,33,15
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Small,120,10,17,5
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Medium,200,15,27,8
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Large,260,20,36,11
